MAG_USE,RA,DEC,star_ok,MAIN_ID,PMRA,PMDEC
14.82,6.0036,-72.071405,1,M088777,0.0,0.0
14.09,5.9878785,-72.071387,1,M088832,0.0,0.0
14.94,6.032208,-72.071212,1,M089290,0.0,0.0
14.88,6.017241,-72.071111,1,M089585,0.0,0.0
14.37,6.0017205,-72.071088,1,M089635,0.0,0.0
14.46,6.065996999999999,-72.071032,1,M089785,0.0,0.0
14.99,6.001939500000001,-72.07101,1,M089847,0.0,0.0
14.4,6.053184,-72.070988,1,M089907,0.0,0.0
14.54,6.0876,-72.070911,1,M090142,0.0,0.0
13.12,5.97117,-72.070907,1,M090150,0.0,0.0
14.27,6.022797,-72.0709,1,M090163,0.0,0.0
14.97,6.0441855,-72.070814,1,M090395,0.0,0.0
14.68,5.949961500000001,-72.070781,1,M090470,0.0,0.0
14.45,6.022938,-72.07071,1,M090656,0.0,0.0
12.95,6.034362,-72.070574,1,M091003,0.0,0.0
14.39,6.041871,-72.070571,1,M091014,0.0,0.0
13.86,6.073760999999999,-72.07055,1,M091075,0.0,0.0
14.57,5.958816000000001,-72.07051,1,M091173,0.0,0.0
14.55,5.9846385,-72.070418,1,M091408,0.0,0.0
14.29,6.033027,-72.07039,1,M091477,0.0,0.0
14.49,6.1179809999999994,-72.070346,1,M091595,0.0,0.0
14.21,6.0315900000000005,-72.070294,1,M091726,0.0,0.0
13.08,6.0903884999999995,-72.070246,1,M091830,0.0,0.0
14.49,6.074199,-72.070235,1,M091856,0.0,0.0
14.32,6.060534,-72.070167,1,M092042,0.0,0.0
14.24,6.0384044999999995,-72.070128,1,M092150,0.0,0.0
14.28,6.027169499999999,-72.070016,1,M092445,0.0,0.0
14.3,6.0508065,-72.069883,1,M092811,0.0,0.0
14.75,5.9908605,-72.069831,1,M092935,0.0,0.0
14.15,6.0378405,-72.069807,1,M093000,0.0,0.0
14.37,6.079266,-72.06973,1,M093209,0.0,0.0
14.6,6.10692,-72.069714,1,M093258,0.0,0.0
14.34,6.0044715,-72.069666,1,M093368,0.0,0.0
14.0,6.0360525,-72.069557,1,M093639,0.0,0.0
14.85,5.98797,-72.069412,1,M094035,0.0,0.0
14.19,6.0187035,-72.069314,1,M094296,0.0,0.0
14.43,6.005885999999999,-72.069228,1,M094513,0.0,0.0
12.95,6.007452,-72.069148,1,M094704,0.0,0.0
13.33,6.027408,-72.069098,1,M094838,0.0,0.0
14.67,6.113613,-72.068863,1,M095439,0.0,0.0
14.49,6.020994,-72.068845,1,M095495,0.0,0.0
13.89,6.027075,-72.068818,1,M095565,0.0,0.0
14.48,6.021453,-72.068765,1,M095705,0.0,0.0
14.31,6.037884,-72.068681,1,M095920,0.0,0.0
14.52,5.948586,-72.068677,1,M095929,0.0,0.0
14.05,5.971815,-72.068576,1,M096174,0.0,0.0
14.93,6.075898499999999,-72.068538,1,M096260,0.0,0.0
13.68,6.0047055,-72.068531,1,M096278,0.0,0.0
14.55,5.9460014999999995,-72.068477,1,M096407,0.0,0.0
14.6,5.9893515,-72.068379,1,M096655,0.0,0.0
14.88,6.041046,-72.068305,1,M096825,0.0,0.0
13.57,6.0981885,-72.068237,1,M097018,0.0,0.0
14.41,6.0903075,-72.068177,1,M097159,0.0,0.0
14.43,6.002418,-72.06814,1,M097255,0.0,0.0
14.66,6.1206165,-72.068033,1,M097510,0.0,0.0
14.59,5.9545335,-72.067971,1,M097661,0.0,0.0
14.55,6.0880875,-72.06796,1,M097686,0.0,0.0
14.2,5.978532,-72.06795,1,M097703,0.0,0.0
14.35,6.0376905,-72.067936,1,M097737,0.0,0.0
13.46,6.096645,-72.067844,1,M097967,0.0,0.0
13.63,6.002788499999999,-72.067841,1,M097974,0.0,0.0
13.36,6.0074355,-72.067796,1,M098089,0.0,0.0
14.28,6.0259575,-72.067742,1,M098215,0.0,0.0
14.33,6.118037999999999,-72.067716,1,M098277,0.0,0.0
14.33,6.035283,-72.067677,1,M098368,0.0,0.0
14.43,5.9988225,-72.067617,1,M098523,0.0,0.0
14.12,5.995203,-72.067583,1,M098609,0.0,0.0
14.36,6.0545925,-72.067575,1,M098640,0.0,0.0
14.46,6.0071205,-72.067554,1,M098685,0.0,0.0
14.27,6.1146855,-72.067295,1,M099288,0.0,0.0
13.24,5.9868735,-72.067155,1,M099642,0.0,0.0
14.37,5.9798265,-72.067116,1,M099732,0.0,0.0
13.88,6.060700499999999,-72.067087,1,M099782,0.0,0.0
14.89,6.0006255,-72.066948,1,M100073,0.0,0.0
14.31,5.9948655,-72.06686,1,M100272,0.0,0.0
14.51,6.021859500000001,-72.066795,1,M100401,0.0,0.0
14.6,5.961615,-72.066484,1,M101108,0.0,0.0
13.91,5.996128499999999,-72.066479,1,M101119,0.0,0.0
14.49,5.962566,-72.066411,1,M101266,0.0,0.0
14.39,6.0391335,-72.066355,1,M101394,0.0,0.0
14.43,6.0558045,-72.066346,1,M101411,0.0,0.0
14.67,6.057837,-72.066338,1,M101440,0.0,0.0
14.47,6.078094500000001,-72.066285,1,M101562,0.0,0.0
14.67,6.0305925,-72.066041,1,M102119,0.0,0.0
14.43,6.0546015,-72.065962,1,M102295,0.0,0.0
13.35,6.002371500000001,-72.065832,1,M102603,0.0,0.0
14.37,6.0173309999999995,-72.065533,1,M103238,0.0,0.0
14.5,6.043495500000001,-72.065432,1,M103454,0.0,0.0
13.35,6.054958500000001,-72.065355,1,M103613,0.0,0.0
13.38,5.9975085,-72.065212,1,M103915,0.0,0.0
14.27,6.021160500000001,-72.065119,1,M104126,0.0,0.0
13.35,6.035544,-72.065108,1,M104154,0.0,0.0
14.19,6.0093135,-72.065048,1,M104287,0.0,0.0
14.45,6.003127500000001,-72.065032,1,M104313,0.0,0.0
14.61,5.983060500000001,-72.065012,1,M104366,0.0,0.0
14.39,6.040614,-72.064963,1,M104468,0.0,0.0
14.32,6.057252,-72.064838,1,M104711,0.0,0.0
14.01,5.969565,-72.064767,1,M104851,0.0,0.0
14.4,6.09195,-72.064753,1,M104889,0.0,0.0
14.42,6.014208,-72.064741,1,M104911,0.0,0.0
14.19,5.9398349999999995,-72.064714,1,M104968,0.0,0.0
13.98,6.1127415,-72.064671,1,M105066,0.0,0.0
14.36,6.011709,-72.064661,1,M105090,0.0,0.0
14.28,6.058158,-72.064643,1,M105126,0.0,0.0
14.47,6.0650625,-72.064527,1,M105384,0.0,0.0
14.6,6.1133535,-72.0645,1,M105435,0.0,0.0
14.33,6.042846,-72.064452,1,M105543,0.0,0.0
14.32,6.0259920000000005,-72.064306,1,M105850,0.0,0.0
13.85,6.053937,-72.064213,1,M106037,0.0,0.0
14.5,6.028143,-72.064196,1,M106068,0.0,0.0
14.56,6.1039034999999995,-72.064153,1,M106158,0.0,0.0
14.6,5.9414549999999995,-72.064089,1,M106302,0.0,0.0
14.91,6.017355,-72.064055,1,M106367,0.0,0.0
14.35,6.041196,-72.064017,1,M106462,0.0,0.0
14.4,6.046911000000001,-72.063832,1,M106817,0.0,0.0
14.47,5.971032,-72.063722,1,M107052,0.0,0.0
14.27,6.046913999999999,-72.063657,1,M107195,0.0,0.0
12.99,5.963202,-72.063525,1,M107440,0.0,0.0
14.74,6.050061,-72.063407,1,M107676,0.0,0.0
13.85,6.0127125,-72.063278,1,M107924,0.0,0.0
14.82,6.0365355,-72.063074,1,M108385,0.0,0.0
14.48,6.0087375000000005,-72.063056,1,M108424,0.0,0.0
14.17,6.084081,-72.062884,1,M108774,0.0,0.0
14.23,6.0245175,-72.062842,1,M108849,0.0,0.0
14.55,6.10827,-72.062816,1,M108896,0.0,0.0
14.4,6.0875925,-72.06277,1,M108983,0.0,0.0
14.43,6.0377595,-72.062697,1,M109135,0.0,0.0
14.59,5.9770425,-72.062669,1,M109210,0.0,0.0
14.36,6.021651,-72.062623,1,M109300,0.0,0.0
14.47,6.055197,-72.062519,1,M109483,0.0,0.0
14.25,5.9934735,-72.062481,1,M109545,0.0,0.0
14.81,6.0033389999999995,-72.062402,1,M109717,0.0,0.0
14.59,5.9738415,-72.062332,1,M109864,0.0,0.0
14.45,6.032947500000001,-72.062305,1,M109910,0.0,0.0
14.58,5.9870220000000005,-72.062302,1,M109916,0.0,0.0
14.55,6.1038285,-72.062294,1,M109936,0.0,0.0
14.36,6.0972405,-72.062283,1,M109960,0.0,0.0
14.49,6.051393,-72.061351,1,M111792,0.0,0.0
13.84,6.043713,-72.061339,1,M111813,0.0,0.0
13.91,6.054924,-72.061334,1,M111823,0.0,0.0
14.42,5.977371,-72.061289,1,M111913,0.0,0.0
14.46,6.0280664999999996,-72.061162,1,M112155,0.0,0.0
14.9,6.064353,-72.061127,1,M112227,0.0,0.0
13.85,6.0069765,-72.061113,1,M112244,0.0,0.0
14.49,6.0395294999999996,-72.061039,1,M112385,0.0,0.0
14.45,6.027495,-72.061029,1,M112398,0.0,0.0
14.67,6.0567075,-72.060731,1,M112919,0.0,0.0
14.51,6.078966,-72.060706,1,M112971,0.0,0.0
12.89,5.9774205,-72.06066,1,M113062,0.0,0.0
13.44,6.0531464999999995,-72.060567,1,M113227,0.0,0.0
14.48,6.027732,-72.060527,1,M113303,0.0,0.0
13.84,6.1238325,-72.060432,1,M113462,0.0,0.0
14.56,6.0189165,-72.060401,1,M113514,0.0,0.0
14.38,6.0289965,-72.060356,1,M113597,0.0,0.0
14.2,6.0577755,-72.060185,1,M113914,0.0,0.0
14.35,6.013809,-72.060124,1,M114021,0.0,0.0
14.48,6.079719000000001,-72.060123,1,M114022,0.0,0.0
13.74,6.000261,-72.060046,1,M114133,0.0,0.0
14.24,5.9675400000000005,-72.059831,1,M114480,0.0,0.0
14.65,6.013419,-72.059787,1,M114555,0.0,0.0
14.55,5.9631704999999995,-72.059751,1,M114617,0.0,0.0
14.34,6.035148,-72.059327,1,M115350,0.0,0.0
14.48,5.9587769999999995,-72.059276,1,M115441,0.0,0.0
14.43,6.0521595,-72.059207,1,M115564,0.0,0.0
13.5,6.0876315,-72.059136,1,M115670,0.0,0.0
14.05,5.9470410000000005,-72.058849,1,M116136,0.0,0.0
14.29,6.0520485,-72.058839,1,M116158,0.0,0.0
14.37,6.076608,-72.058816,1,M116205,0.0,0.0
14.7,6.037872,-72.058807,1,M116223,0.0,0.0
13.59,6.087276,-72.058725,1,M116350,0.0,0.0
14.52,5.9656155,-72.058603,1,M116553,0.0,0.0
13.0,5.9919825,-72.058508,1,M116728,0.0,0.0
14.52,5.9715825,-72.058459,1,M116812,0.0,0.0
13.71,6.107055000000001,-72.058429,1,M116869,0.0,0.0
14.48,6.0026565000000005,-72.058307,1,M117064,0.0,0.0
14.39,6.052676999999999,-72.058261,1,M117129,0.0,0.0
14.47,6.0370815,-72.058197,1,M117225,0.0,0.0
12.86,6.0293865,-72.05818,1,M117269,0.0,0.0
14.7,6.119994,-72.058042,1,M117505,0.0,0.0
14.45,6.043245,-72.057934,1,M117659,0.0,0.0
14.56,6.03342,-72.057836,1,M117804,0.0,0.0
14.08,6.0477855,-72.057804,1,M117857,0.0,0.0
14.56,6.041856,-72.057795,1,M117873,0.0,0.0
14.45,6.0765525,-72.057795,1,M117875,0.0,0.0
14.12,6.0856155,-72.05763,1,M118148,0.0,0.0
14.48,6.082419,-72.05751,1,M118336,0.0,0.0
13.1,6.100623000000001,-72.057319,1,M118642,0.0,0.0
13.55,6.097719,-72.05723,1,M118793,0.0,0.0
14.43,6.059211,-72.057184,1,M118870,0.0,0.0
14.55,5.9857965,-72.057176,1,M118882,0.0,0.0
14.45,6.0581385,-72.057057,1,M119074,0.0,0.0
14.84,6.0416235,-72.05699,1,M119181,0.0,0.0
12.96,6.0481560000000005,-72.056902,1,M119320,0.0,0.0
14.48,6.0550275,-72.056548,1,M119886,0.0,0.0
14.5,6.042753,-72.056523,1,M119933,0.0,0.0
14.56,6.026301,-72.056505,1,M119964,0.0,0.0
14.51,5.9600040000000005,-72.056503,1,M119969,0.0,0.0
14.58,6.0094515,-72.05629,1,M120307,0.0,0.0
14.48,5.993193000000001,-72.056166,1,M120514,0.0,0.0
13.82,6.006858,-72.055726,1,M121180,0.0,0.0
14.49,6.0377985,-72.055676,1,M121256,0.0,0.0
14.51,5.9914815,-72.055402,1,M121668,0.0,0.0
14.3,6.018354,-72.055316,1,M121802,0.0,0.0
13.28,6.0541755,-72.055177,1,M122005,0.0,0.0
14.47,6.099228,-72.055144,1,M122044,0.0,0.0
14.3,6.0629115,-72.055112,1,M122092,0.0,0.0
14.45,6.0043875,-72.055002,1,M122249,0.0,0.0
14.31,6.114543,-72.054966,1,M122298,0.0,0.0
13.3,6.011245499999999,-72.054903,1,M122386,0.0,0.0
14.73,6.092236499999999,-72.054562,1,M122835,0.0,0.0
14.31,6.072222,-72.054245,1,M123258,0.0,0.0
14.74,5.9877135,-72.054062,1,M123497,0.0,0.0
14.39,6.0098265,-72.053934,1,M123668,0.0,0.0
14.47,6.10629,-72.05351,1,M124226,0.0,0.0
13.12,5.9537115,-72.053481,1,M124265,0.0,0.0
14.46,6.057804,-72.053308,1,M124485,0.0,0.0
14.64,6.0408195000000005,-72.053251,1,M124562,0.0,0.0
14.52,5.978775000000001,-72.053096,1,M124757,0.0,0.0
14.32,6.018883499999999,-72.053063,1,M124802,0.0,0.0
13.72,6.1064475,-72.053046,1,M124826,0.0,0.0
14.34,6.0744225,-72.052987,1,M124906,0.0,0.0
14.23,5.988188999999999,-72.052943,1,M124955,0.0,0.0
14.38,6.04272,-72.052718,1,M125221,0.0,0.0
14.33,6.0591870000000005,-72.052708,1,M125235,0.0,0.0
14.8,5.9884335,-72.052654,1,M125310,0.0,0.0
14.33,5.9663520000000005,-72.052603,1,M125367,0.0,0.0
13.51,6.0135345,-72.05195,1,M126057,0.0,0.0
14.45,5.983026000000001,-72.051912,1,M126095,0.0,0.0
14.45,6.026427,-72.051807,1,M126211,0.0,0.0
14.9,5.993136000000001,-72.051567,1,M126441,0.0,0.0
14.17,5.964003,-72.051454,1,M126552,0.0,0.0
14.35,6.050274,-72.051444,1,M126561,0.0,0.0
14.11,6.0076575,-72.051208,1,M126797,0.0,0.0
14.41,6.0831360000000005,-72.051167,1,M126833,0.0,0.0
14.12,6.0077115,-72.051134,1,M126870,0.0,0.0
13.26,6.0658845,-72.050689,1,M127286,0.0,0.0
14.44,5.968380000000001,-72.050267,1,M127657,0.0,0.0
13.12,6.005949,-72.050083,1,M127807,0.0,0.0
13.34,5.952354,-72.049818,1,M127975,0.0,0.0
12.97,6.036867,-72.049757,1,M128011,0.0,0.0
14.02,6.0418755,-72.049658,1,M128085,0.0,0.0
14.55,5.9841465,-72.049646,1,M128094,0.0,0.0
13.52,6.050622,-72.049519,1,M128184,0.0,0.0
14.3,6.036339,-72.049222,1,M128388,0.0,0.0
14.5,6.010548,-72.048883,1,M128618,0.0,0.0
14.5,5.9847915,-72.048365,1,M128921,0.0,0.0
14.95,5.9990385,-72.047565,1,M129295,0.0,0.0
13.97,5.985651,-72.046998,1,M129491,0.0,0.0
