MAIN_ID,RA,DEC,RA_err,DEC_err,PMRA,PMRA_err,PMDEC,PMDEC_err,N_used,MAG_EXTRAPOL,m_F606W,m_F814W,m_F606W_err,m_F814W_err,BB_Lpmag,BBtemps
40009,6.0205418220061775,-72.08343055555555,0.0,0.0,-0.43856,0.01496,0.42316,0.02336,37,2.7489999999999988,13.773,13.084,9.9,9.9,12.758654819847004,7217859.347963073
68406,6.0240967232649005,-72.07698201111111,0.0,0.0,0.1546,0.04304,-0.27584,0.04072,9,2.602000000000002,13.786,13.087,9.9,9.9,12.761654819847005,7217859.347963073
35932,6.039947777797101,-72.08686843333334,0.0,0.0,0.0596,0.01416,0.07392,0.0296,16,1.252999999999977,13.877,13.088,9.9,9.9,12.762654819847004,7217859.347963073
39417,6.0232567883090296,-72.08981386666666,0.0,0.0,-1.01716,0.0194,0.1024,0.03016,10,2.8170000000000197,13.777,13.092,9.9,9.9,12.766654819847005,7217859.347963073
36691,6.036809504126462,-72.0845133,0.0,0.0,0.13656,0.04984,-0.32792,0.04388,40,2.9979999999999993,13.766,13.093,9.9,9.9,12.767654819847005,7217859.347963073
36039,6.040517187511059,-72.08127776666666,0.0,0.0,0.55676,0.01008,0.73264,0.01072,40,0.7929999999999957,13.913,13.093,9.9,9.9,12.767654819847005,7217859.347963073
40014,6.021213591437118,-72.08286287777777,0.0,0.0,0.81964,0.01256,-0.28768,0.02464,42,2.895000000000005,13.775,13.095,9.9,9.9,12.769654819847005,7217859.347963073
69096,6.020751942041421,-72.07846389999999,0.0,0.0,-0.08308,0.02104,1.12748,0.01324,11,2.714999999999998,13.787,13.095,9.9,9.9,12.769654819847005,7217859.347963073
39086,6.02505135494919,-72.08173908888888,0.0,0.0,-0.62416,0.03924,0.25996,0.0414,53,2.6719999999999953,13.792,13.097,9.9,9.9,12.771654819847004,7217859.347963073
41364,6.01368338650967,-72.08856388888888,0.0,0.0,0.04688,0.02668,-0.0154,0.02776,10,3.078000000000012,13.766,13.098,9.9,9.9,12.772654819847006,7217859.347963073
38380,6.028822098435978,-72.08128508888888,0.0,0.0,-0.6726,0.02608,-0.49028,0.0218,41,2.7239999999999966,13.796,13.104,9.9,9.9,12.778654819847004,7217859.347963073
66232,6.03577553842182,-72.0793996111111,0.0,0.0,0.22784,0.03024,-0.53176,0.022,19,1.1249999999999805,13.909,13.11,9.9,9.9,12.784654819847004,7217859.347963073
64854,6.042668505593923,-72.08000774444443,0.0,0.0,0.09796,0.01808,-0.254,0.01592,11,3.1829999999999874,13.775,13.113,9.9,9.9,12.787654819847004,7217859.347963073
37390,6.033198459053613,-72.0870267,0.0,0.0,0.12164,0.01388,-0.0692,0.02612,23,3.0779999999999923,13.782,13.113,9.9,9.9,12.787654819847004,7217859.347963073
