MAIN_ID,RA,DEC,RA_err,DEC_err,PMRA,PMRA_err,PMDEC,PMDEC_err,N_used,MAG_EXTRAPOL,m_F606W,m_F814W,m_F606W_err,m_F814W_err,BB_Lpmag,BBtemps
39051,6.025410936527076,-72.08446387777778,0.0,0.0,0.2792,0.01432,-0.82048,0.01472,61,1.1440000000000001,13.912,13.114,9.9,9.9,12.788654819847006,7217859.347963073
40216,6.019984538204431,-72.08473798888888,0.0,0.0,-0.1672,0.01084,1.06504,0.0202,29,3.5590000000000206,13.751,13.114,9.9,9.9,12.788654819847006,7217859.347963073
38483,6.027440702087978,-72.08825993333332,0.0,0.0,-0.51412,0.0124,-1.3722,0.01692,11,3.3350000000000115,13.767,13.115,9.9,9.9,12.789654819847005,7217859.347963073
68593,6.023313616212444,-72.08023511111111,0.0,0.0,-0.224,0.01396,0.61536,0.0162,24,3.202000000000007,13.778,13.117,9.9,9.9,12.791654819847006,7217859.347963073
36735,6.036341953947758,-72.08231473333332,0.0,0.0,0.33784,0.02656,0.22216,0.02204,39,2.858999999999984,13.803,13.119,9.9,9.9,12.793654819847005,7217859.347963073
39498,6.023402520800932,-72.08554153333333,0.0,0.0,-0.27572,0.0264,0.20044,0.0232,33,3.597000000000003,13.757,13.122,9.9,9.9,12.796654819847005,7217859.347963073
36014,6.039736772589322,-72.08296664444444,0.0,0.0,-0.83324,0.02616,-0.36236,0.01568,41,2.756999999999989,13.813,13.122,9.9,9.9,12.796654819847005,7217859.347963073
41499,6.013729632313134,-72.08217744444444,0.0,0.0,-0.12384,0.0294,0.14856,0.03788,19,3.0740000000000016,13.794,13.124,9.9,9.9,12.798654819847005,7217859.347963073
40457,6.018531588855953,-72.08496294444444,0.0,0.0,0.4114,0.01292,0.83568,0.01232,48,2.5489999999999995,13.829,13.124,9.9,9.9,12.798654819847005,7217859.347963073
36597,6.037026334947975,-72.09088366666666,0.0,0.0,0.51992,0.01228,0.45988,0.01848,10,2.6270000000000113,13.827,13.127,9.9,9.9,12.801654819847005,7217859.347963073
39758,6.021453502173869,-72.08498639999999,0.0,0.0,-0.07904,0.02216,-0.14048,0.02128,41,2.7780000000000076,13.818,13.128,9.9,9.9,12.802654819847005,7217859.347963073
40288,6.01983146403003,-72.08099484444443,0.0,0.0,0.28768,0.02072,0.57688,0.02676,38,2.7800000000000082,13.82,13.13,9.9,9.9,12.804654819847006,7217859.347963073
36002,6.039972808191253,-72.08380389999999,0.0,0.0,0.45352,0.01624,0.70492,0.02784,37,2.8400000000000016,13.816,13.13,9.9,9.9,12.804654819847006,7217859.347963073
41677,6.0130648591094085,-72.08609003333332,0.0,0.0,-0.30184,0.02056,0.30432,0.01568,13,3.110000000000012,13.798,13.13,9.9,9.9,12.804654819847006,7217859.347963073
39988,6.02077998791239,-72.08541517777776,0.0,0.0,0.67044,0.01488,-0.13936,0.01852,48,2.7989999999999995,13.823,13.134,9.9,9.9,12.808654819847005,7217859.347963073
43221,6.004815496637825,-72.08627224444444,0.0,0.0,0.03048,0.0186,0.58328,0.01608,10,2.634000000000011,13.834,13.134,9.9,9.9,12.808654819847005,7217859.347963073
35045,6.044725575089819,-72.08775255555554,0.0,0.0,-0.30396,0.0164,-0.15216,0.02448,9,2.708999999999996,13.829,13.134,9.9,9.9,12.808654819847005,7217859.347963073
66229,6.035269237454552,-72.07963656666665,0.0,0.0,-0.9322,0.0128,-0.03344,0.02308,17,2.7400000000000055,13.828,13.135,9.9,9.9,12.809654819847005,7217859.347963073
43719,6.002400667475592,-72.08545229999999,0.0,0.0,0.183,0.02144,-0.2622,0.00984,10,1.332000000000015,13.924,13.137,9.9,9.9,12.811654819847005,7217859.347963073
67239,6.029529324055945,-72.07966719999999,0.0,0.0,0.33,0.03552,0.35244,0.0334,26,2.382999999999992,13.855,13.138,9.9,9.9,12.812654819847005,7217859.347963073
40753,6.017461186170809,-72.082494,0.0,0.0,0.5552,0.0126,1.00904,0.02068,46,2.863999999999992,13.824,13.139,9.9,9.9,12.813654819847004,7217859.347963073
39056,6.025790496377886,-72.08420778888888,0.0,0.0,0.07384,0.02408,-1.15204,0.03252,46,2.894000000000002,13.822,13.139,9.9,9.9,12.813654819847004,7217859.347963073
39779,6.02188063604008,-72.0839350111111,0.0,0.0,0.44452,0.01476,0.05036,0.01652,54,2.759999999999998,13.832,13.14,9.9,9.9,12.814654819847005,7217859.347963073
40702,6.017516187806895,-72.08463701111111,0.0,0.0,-0.34152,0.01536,0.29548,0.01428,48,2.655000000000003,13.839,13.14,9.9,9.9,12.814654819847005,7217859.347963073
42161,6.01054632876747,-72.08150295555555,0.0,0.0,-0.42648,0.0356,-1.26116,0.03848,12,2.805999999999999,13.83,13.141,9.9,9.9,12.815654819847005,7217859.347963073
42767,6.007543991126042,-72.08652503333333,0.0,0.0,0.04804,0.03324,0.10784,0.02828,13,2.6860000000000124,13.838,13.141,9.9,9.9,12.815654819847005,7217859.347963073
41732,6.0130990479933315,-72.08180713333333,0.0,0.0,0.61,0.0192,-0.3176,0.03348,20,2.9269999999999854,13.823,13.142,9.9,9.9,12.816654819847004,7217859.347963073
65785,6.037515812663697,-72.0798977111111,0.0,0.0,0.45372,0.0092,0.06364,0.00892,17,2.5540000000000074,13.85,13.144,9.9,9.9,12.818654819847005,7217859.347963073
35355,6.0430007669824946,-72.08185292222221,0.0,0.0,0.50956,0.02264,-0.07772,0.00952,31,2.4789999999999957,13.855,13.144,9.9,9.9,12.818654819847005,7217859.347963073
35181,6.043214131280683,-72.0917700111111,0.0,0.0,-0.26976,0.03576,0.05952,0.02716,11,2.6749999999999936,13.843,13.145,9.9,9.9,12.819654819847004,7217859.347963073
70210,6.015463397825662,-72.0805889,0.0,0.0,-0.05564,0.03616,0.01028,0.06692,20,2.661000000000003,13.845,13.146,9.9,9.9,12.820654819847006,7217859.347963073
36769,6.036736842940572,-72.08112057777777,0.0,0.0,0.75424,0.01316,-1.0914,0.01312,41,2.84100000000001,13.833,13.146,9.9,9.9,12.820654819847006,7217859.347963073
66224,6.03578880730784,-72.08048454444445,0.0,0.0,0.18492,0.01524,0.643,0.01596,38,1.7619999999999951,13.906,13.147,9.9,9.9,12.821654819847005,7217859.347963073
67262,6.03034809870165,-72.07812684444443,0.0,0.0,-1.0812,0.0094,0.2182,0.01596,12,2.7839999999999883,13.84,13.149,9.9,9.9,12.823654819847004,7217859.347963073
66773,6.032501387998422,-72.08057679999999,0.0,0.0,0.91836,0.03136,-0.02784,0.02376,36,3.6399999999999952,13.784,13.15,9.9,9.9,12.824654819847005,7217859.347963073
38318,6.028680889541159,-72.08455788888888,0.0,0.0,0.55472,0.03332,0.48228,0.02944,37,3.2800000000000082,13.808,13.15,9.9,9.9,12.824654819847005,7217859.347963073
39504,6.023559112660798,-72.08541748888888,0.0,0.0,0.41444,0.0108,0.94672,0.01856,33,3.4009999999999945,13.801,13.151,9.9,9.9,12.825654819847005,7217859.347963073
69312,6.019420738025906,-72.08056766666665,0.0,0.0,-0.4466,0.02052,0.5756,0.01424,31,3.0280000000000165,13.828,13.153,9.9,9.9,12.827654819847005,7217859.347963073
67053,6.03130922644456,-72.07707925555555,0.0,0.0,-0.99448,0.02148,-0.18516,0.02176,12,2.623000000000001,13.855,13.153,9.9,9.9,12.827654819847005,7217859.347963073
38383,6.029009384668606,-72.08102459999999,0.0,0.0,0.39792,0.0118,0.22096,0.02228,52,2.6389999999999922,13.855,13.154,9.9,9.9,12.828654819847005,7217859.347963073
38990,6.0256717212649455,-72.08798992222222,0.0,0.0,-1.0728,0.01664,-0.14752,0.0224,22,3.493999999999998,13.798,13.154,9.9,9.9,12.828654819847005,7217859.347963073
38470,6.027250177553896,-72.08890775555554,0.0,0.0,0.17312,0.01656,1.05304,0.02284,12,3.1940000000000044,13.818,13.154,9.9,9.9,12.828654819847005,7217859.347963073
67040,6.031278263885052,-72.0776557,0.0,0.0,0.25676,0.02288,0.2268,0.02748,11,2.879999999999992,13.84,13.155,9.9,9.9,12.829654819847004,7217859.347963073
38464,6.028047841477321,-72.08926627777777,0.0,0.0,-0.25788,0.01576,-0.864,0.02456,11,2.7599999999999785,13.848,13.155,9.9,9.9,12.829654819847004,7217859.347963073
38125,6.029790736741981,-72.08303174444444,0.0,0.0,-0.97152,0.01412,-0.65004,0.0196,53,2.7910000000000164,13.847,13.156,9.9,9.9,12.830654819847005,7217859.347963073
42396,6.009869547369372,-72.08193081111109,0.0,0.0,0.292,0.02736,-0.3542,0.0278,13,2.8660000000000014,13.842,13.156,9.9,9.9,12.830654819847005,7217859.347963073
36698,6.03654899215611,-72.0840236,0.0,0.0,-0.26308,0.01888,-0.50804,0.01172,37,2.9269999999999943,13.839,13.157,9.9,9.9,12.831654819847005,7217859.347963073
40401,6.019083583648613,-72.08826846666666,0.0,0.0,0.13456,0.01464,-0.32924,0.00672,11,2.5529999999999884,13.865,13.158,9.9,9.9,12.832654819847004,7217859.347963073
35358,6.042925049008203,-72.08148324444444,0.0,0.0,-0.28512,0.0162,-1.09364,0.0122,25,2.7190000000000047,13.855,13.159,9.9,9.9,12.833654819847006,7217859.347963073
41875,6.011877999206544,-72.08753377777776,0.0,0.0,0.01916,0.02264,0.3292,0.01588,11,3.1540000000000035,13.826,13.159,9.9,9.9,12.833654819847006,7217859.347963073
35920,6.04013922746185,-72.08763198888889,0.0,0.0,0.64088,0.01764,0.40852,0.01976,15,2.778999999999998,13.851,13.159,9.9,9.9,12.833654819847006,7217859.347963073
36466,6.038053018754042,-72.08531108888887,0.0,0.0,0.73104,0.017,-0.17092,0.01908,51,2.6909999999999936,13.859,13.161,9.9,9.9,12.835654819847004,7217859.347963073
66023,6.0370561531042375,-72.07944586666666,0.0,0.0,0.19368,0.01056,-0.31684,0.02536,15,3.158000000000003,13.83,13.163,9.9,9.9,12.837654819847005,7217859.347963073
41492,6.014086739759881,-72.08239437777777,0.0,0.0,0.23012,0.0322,0.42912,0.026,17,3.188999999999986,13.829,13.164,9.9,9.9,12.838654819847005,7217859.347963073
36681,6.036574860303839,-72.08534175555555,0.0,0.0,-0.33788,0.02024,-0.52232,0.01588,51,1.2390000000000008,13.959,13.164,9.9,9.9,12.838654819847005,7217859.347963073
36670,6.036633879659568,-72.0861176111111,0.0,0.0,-0.96288,0.0232,0.33044,0.01788,51,2.4699999999999847,13.878,13.165,9.9,9.9,12.839654819847004,7217859.347963073
64592,6.0436846277305865,-72.08079583333333,0.0,0.0,0.03744,0.0132,-0.43528,0.00968,10,3.415999999999995,13.816,13.166,9.9,9.9,12.840654819847005,7217859.347963073
37413,6.033122362263673,-72.08455486666666,0.0,0.0,0.46468,0.01532,0.45404,0.01796,53,2.9220000000000024,13.85,13.167,9.9,9.9,12.841654819847005,7217859.347963073
64857,6.042369219889652,-72.07954627777777,0.0,0.0,-0.36936,0.01344,-0.58,0.02672,12,2.442000000000002,13.882,13.167,9.9,9.9,12.841654819847005,7217859.347963073
63379,6.0488679198321424,-72.0800088111111,0.0,0.0,-0.19128,0.01304,0.0788,0.02116,11,2.849000000000018,13.857,13.169,9.9,9.9,12.843654819847005,7217859.347963073
36296,6.0389363357582955,-72.08141425555554,0.0,0.0,-0.08488,0.01456,1.48196,0.01164,50,2.699999999999994,13.868,13.17,9.9,9.9,12.844654819847005,7217859.347963073
39065,6.025308671358512,-72.08303328888888,0.0,0.0,-0.10928,0.02224,0.59904,0.01928,48,2.865999999999982,13.858,13.171,9.9,9.9,12.845654819847004,7217859.347963073
35093,6.044604292820951,-72.08501553333332,0.0,0.0,-0.27724,0.02688,0.1184,0.01796,21,2.822000000000008,13.862,13.172,9.9,9.9,12.846654819847005,7217859.347963073
38289,6.02929290376349,-72.08561865555555,0.0,0.0,-0.284,0.01128,-0.04976,0.0184,59,2.8089999999999886,13.865,13.174,9.9,9.9,12.848654819847004,7217859.347963073
37346,6.0336246818590675,-72.09025734444444,0.0,0.0,-0.93208,0.0292,-0.40876,0.0186,12,2.929000000000002,13.857,13.174,9.9,9.9,12.848654819847004,7217859.347963073
39712,6.02193904899088,-72.08746435555555,0.0,0.0,-0.0194,0.02288,-0.54028,0.0148,22,1.3700000000000152,13.962,13.175,9.9,9.9,12.849654819847006,7217859.347963073
38220,6.028726077405708,-72.09012164444444,0.0,0.0,-0.04524,0.0132,0.77472,0.02012,11,1.2800000000000118,13.968,13.175,9.9,9.9,12.849654819847006,7217859.347963073
38831,6.026822723101369,-72.08308634444444,0.0,0.0,-0.1964,0.0208,-1.19,0.02612,54,2.7210000000000125,13.873,13.176,9.9,9.9,12.850654819847005,7217859.347963073
35940,6.040163889001958,-72.08655502222221,0.0,0.0,-1.02168,0.02768,-0.6536,0.02168,19,2.855999999999991,13.864,13.176,9.9,9.9,12.850654819847005,7217859.347963073
69074,6.021011214834201,-72.08029885555554,0.0,0.0,-0.36172,0.01332,-0.06864,0.01144,45,2.90300000000002,13.863,13.178,9.9,9.9,12.852654819847006,7217859.347963073
39992,6.021185971711146,-72.08510369999999,0.0,0.0,-0.36516,0.01636,0.398,0.0192,50,2.9180000000000117,13.862,13.178,9.9,9.9,12.852654819847006,7217859.347963073
69070,6.021056308753968,-72.0806119,0.0,0.0,-0.25352,0.01128,-0.18008,0.01404,36,3.1149999999999824,13.851,13.18,9.9,9.9,12.854654819847005,7217859.347963073
38374,6.028694562076497,-72.08162754444443,0.0,0.0,-0.5144,0.02516,-0.33272,0.01808,48,3.1149999999999824,13.851,13.18,9.9,9.9,12.854654819847005,7217859.347963073
43429,6.003924764757888,-72.08808362222221,0.0,0.0,-0.26588,0.015,-0.19828,0.03244,12,2.9209999999999834,13.865,13.181,9.9,9.9,12.855654819847004,7217859.347963073
39503,6.0232434080814095,-72.0853339,0.0,0.0,-0.37236,0.013,0.06304,0.0162,39,3.2369999999999965,13.845,13.182,9.9,9.9,12.856654819847005,7217859.347963073
37690,6.031922007179191,-72.08125918888888,0.0,0.0,-0.54576,0.01576,-0.55072,0.02144,51,3.0129999999999875,13.861,13.183,9.9,9.9,12.857654819847005,7217859.347963073
36148,6.038460145755563,-72.08886535555555,0.0,0.0,0.31164,0.00896,-0.0486,0.0172,13,3.3130000000000077,13.841,13.183,9.9,9.9,12.857654819847005,7217859.347963073
66045,6.03622846120354,-72.0780406111111,0.0,0.0,-0.84552,0.01072,0.40008,0.0304,10,2.761999999999995,13.882,13.187,9.9,9.9,12.861654819847004,7217859.347963073
40399,6.018264928665415,-72.08827666666666,0.0,0.0,1.23432,0.028,0.74256,0.0236,11,3.1370000000000005,13.857,13.187,9.9,9.9,12.861654819847004,7217859.347963073
66771,6.031875227725538,-72.08065264444444,0.0,0.0,-1.38772,0.01184,-0.10172,0.01884,58,2.7480000000000047,13.884,13.188,9.9,9.9,12.862654819847005,7217859.347963073
36530,6.038042581730154,-72.08127633333334,0.0,0.0,0.197,0.0144,-0.15812,0.01224,44,3.018000000000015,13.866,13.188,9.9,9.9,12.862654819847005,7217859.347963073
35665,6.041437506530149,-72.08873609999999,0.0,0.0,-0.2092,0.02188,-1.07492,0.02168,13,3.019999999999987,13.868,13.19,9.9,9.9,12.864654819847004,7217859.347963073
66782,6.0315854098750075,-72.08002165555556,0.0,0.0,0.23756,0.0232,-0.77164,0.02552,32,3.0060000000000233,13.87,13.191,9.9,9.9,12.865654819847006,7217859.347963073
38819,6.02598963807926,-72.08401827777777,0.0,0.0,0.798,0.02116,-0.29176,0.02368,47,2.8579999999999988,13.882,13.193,9.9,9.9,12.867654819847004,7217859.347963073
35741,6.04142889133289,-72.08488732222222,0.0,0.0,-0.9396,0.02848,-0.43816,0.02628,31,2.8440000000000083,13.884,13.194,9.9,9.9,12.868654819847006,7217859.347963073
37126,6.03473610148673,-72.08881349999999,0.0,0.0,0.73216,0.01324,-0.40108,0.01404,14,2.695000000000011,13.895,13.195,9.9,9.9,12.869654819847005,7217859.347963073
35432,6.042738015691956,-72.09013816666666,0.0,0.0,1.14508,0.011,0.37996,0.03612,9,3.1309999999999825,13.867,13.196,9.9,9.9,12.870654819847005,7217859.347963073
36916,6.0357060173598205,-72.08590035555555,0.0,0.0,-0.72276,0.0178,-0.14472,0.0202,36,3.2819999999999787,13.858,13.197,9.9,9.9,12.871654819847004,7217859.347963073
42335,6.009663762053309,-72.08590936666666,0.0,0.0,0.05484,0.0136,0.1216,0.01892,11,3.6119999999999823,13.836,13.197,9.9,9.9,12.871654819847004,7217859.347963073
67021,6.030502621501649,-72.07857313333332,0.0,0.0,0.15316,0.03456,0.6788,0.04184,16,2.762000000000004,13.898,13.202,9.9,9.9,12.876654819847005,7217859.347963073
41365,6.014552709569998,-72.0886973111111,0.0,0.0,-1.1468,0.02552,-0.29484,0.02932,12,2.731999999999994,13.9,13.202,9.9,9.9,12.876654819847005,7217859.347963073
66614,6.033062615606915,-72.07805266666665,0.0,0.0,-0.24876,0.01396,0.70728,0.01484,15,3.2279999999999855,13.868,13.203,9.9,9.9,12.877654819847004,7217859.347963073
37146,6.033859442922032,-72.08736005555555,0.0,0.0,0.0014,0.01496,-0.89456,0.0244,32,2.8829999999999902,13.891,13.203,9.9,9.9,12.877654819847004,7217859.347963073
62296,6.054492140562364,-72.07897982222222,0.0,0.0,0.14252,0.01852,-0.83276,0.01732,10,2.9770000000000216,13.889,13.207,9.9,9.9,12.881654819847006,7217859.347963073
62285,6.054769081476558,-72.08056663333332,0.0,0.0,-0.79528,0.02516,-0.52296,0.03164,11,2.843000000000016,13.899,13.208,9.9,9.9,12.882654819847005,7217859.347963073
37454,6.032921181509601,-72.08244967777777,0.0,0.0,0.55308,0.0184,0.88156,0.01748,52,1.3830000000000133,14.023,13.233,9.9,9.9,12.907654819847005,7217859.347963073
62482,6.053422492765963,-72.07933419999999,0.0,0.0,-0.35588,0.0328,0.17996,0.0384,11,1.4659999999999975,14.026,13.241,9.9,9.9,12.915654819847004,7217859.347963073
33908,6.051741269483428,-72.08093594444443,0.0,0.0,-0.41024,0.01352,0.42588,0.02228,11,1.4039999999999857,14.044,13.254,9.9,9.9,12.928654819847004,7217859.347963073
41352,6.013998907089485,-72.08942787777778,0.0,0.0,0.17528,0.0526,-0.39656,0.04964,9,1.6300000000000026,14.046,13.27,9.9,9.9,12.944654819847004,7217859.347963073
38175,6.028268107442588,-72.09428086666667,0.0,0.0,-0.06648,0.05172,-0.02036,0.11328,12,1.3160000000000185,14.068,13.271,9.9,9.9,12.945654819847006,7217859.347963073
64852,6.042274311806186,-72.08000754444444,0.0,0.0,-1.17276,0.02184,-0.37648,0.0264,16,1.4820000000000064,14.058,13.272,9.9,9.9,12.946654819847005,7217859.347963073
37786,6.030601298826981,-72.08847523333333,0.0,0.0,1.12156,0.0196,0.15868,0.01296,16,1.6330000000000027,14.049,13.273,9.9,9.9,12.947654819847005,7217859.347963073
58893,6.076057876399606,-72.06864882222222,0.0,0.0,-0.11728,0.02968,0.47452,0.12568,10,1.2309999999999874,14.079,13.276,9.9,9.9,12.950654819847005,7217859.347963073
37654,6.032309999330788,-72.08326555555554,0.0,0.0,0.12916,0.01352,1.1842,0.01284,61,1.4960000000000058,14.072,13.286,9.9,9.9,12.960654819847004,7217859.347963073
25645,6.102851964108839,-72.08604999999999,0.0,0.0,0.10016,0.06164,-0.14964,0.03824,9,1.6770000000000138,14.061,13.287,9.9,9.9,12.961654819847006,7217859.347963073
67720,6.027251389989608,-72.0785729,0.0,0.0,0.9832,0.02356,-0.30204,0.03172,19,1.4099999999999842,14.098,13.305,9.9,9.9,12.979654819847005,7217859.347963073
