MAIN_ID,RA,DEC,PMRA,PMDEC,MAG_V,MAG_U,MAG_USE
M034964,0 24 12.13164,-72 5 18.3372,-0.932,-0.0424,19.359,20.81,19.58
M034965,0 23 52.33236,-72 5 18.3372,-0.128,0.275,19.471,20.897,19.74
M034967,0 24 5.95548,-72 5 18.3372,0.738,-1.09,18.093,18.75,18.14
M034971,0 24 13.33584,-72 5 18.33,-0.0369,0.367,19.358,20.741,19.5
M034975,0 24 18.63612,-72 5 18.3264,-0.0895,-1.05,17.852,18.636,18.03
M034984,0 24 18.47412,-72 5 18.3048,-0.661,0.0919,20.022,21.934,20.3
M034989,0 24 12.55068,-72 5 18.294,-0.318,0.109,18.989,20.152,19.14
M034994,0 24 10.8702,-72 5 18.2904,-0.188,0.558,17.408,18.191,17.57
M035005,0 24 10.008,-72 5 18.2796,-0.374,-0.198,19.23,20.624,19.48
M035015,0 23 51.91224,-72 5 18.2724,0.373,0.348,16.94,18.459,17.24
M035018,0 24 19.78236,-72 5 18.2688,0.666,1.5,19.467,20.871,19.72
M035019,0 24 9.79884,-72 5 18.2688,-0.37,0.822,17.75,18.479,17.86
M035026,0 24 18.8568,-72 5 18.2616,0.152,-0.00424,19.428,20.836,19.63
M035028,0 24 20.19492,-72 5 18.258,0.795,0.959,18.041,18.792,18.16
M035031,0 24 16.61544,-72 5 18.2544,1.35,0.821,19.376,20.645,19.52
M035034,0 23 49.39008,-72 5 18.2508,0.818,0.422,17.272,18.203,17.48
M035037,0 24 17.83224,-72 5 18.2436,0.245,0.593,18.573,19.419,18.73
M035046,0 23 51.69444,-72 5 18.2328,0.834,0.833,18.687,19.603,18.84
M035049,0 24 15.093,-72 5 18.2292,-0.554,-0.616,18.742,19.877,18.97
M035051,0 23 46.55688,-72 5 18.2292,0.588,0.336,17.892,18.704,18.08
M035073,0 23 47.35068,-72 5 18.2004,0.0362,-0.629,17.951,18.702,18.15
M035074,0 23 53.38464,-72 5 18.1968,1.11,-0.105,17.798,18.523,17.91
M035078,0 24 11.73528,-72 5 18.1932,1.13,0.958,19.438,20.879,19.53
M035081,0 24 8.55612,-72 5 18.1896,0.66,1.43,19.181,20.339,19.31
M035095,0 23 54.37788,-72 5 18.1752,-1.0,-0.794,19.092,20.257,19.25
M035107,0 23 49.50132,-72 5 18.1572,-0.671,-0.167,17.628,18.374,17.8
M035112,0 24 5.48712,-72 5 18.15,0.846,-0.323,18.734,19.616,18.86
M035114,0 23 54.20796,-72 5 18.1464,-0.348,0.927,17.702,18.455,17.87
M035118,0 23 54.3102,-72 5 18.1428,-0.673,0.633,19.317,20.415,19.38
M035127,0 24 17.98164,-72 5 18.1392,1.56,0.369,19.84,21.763,20.17
M035146,0 24 6.54336,-72 5 18.1104,0.64,0.294,18.488,19.28,18.49
M035176,0 24 14.35032,-72 5 18.0636,0.682,-0.134,17.566,18.369,17.75
M035186,0 23 48.47208,-72 5 18.0492,-0.695,0.146,16.699,18.363,17.0
M035199,0 24 9.20592,-72 5 18.0348,0.628,-0.146,16.651,18.347,16.92
M035203,0 23 49.58448,-72 5 18.024,0.0684,0.0211,17.706,18.499,17.9
M035204,0 24 13.40892,-72 5 18.0204,-0.75,0.247,17.989,18.725,18.08
M035208,0 24 8.88084,-72 5 18.0132,0.198,-0.0733,18.331,19.177,18.47
M035213,0 24 5.12424,-72 5 18.006,0.899,-0.0595,17.452,18.259,17.56
M035215,0 24 18.58428,-72 5 18.0024,0.662,0.354,17.264,18.507,17.5
M035222,0 24 10.16352,-72 5 17.9952,0.56,-0.504,17.477,18.349,17.69
M035223,0 24 11.30328,-72 5 17.9952,0.355,0.0501,18.606,19.525,18.74
M035226,0 24 13.59648,-72 5 17.988,0.22,1.04,19.839,21.52,19.97
M035230,0 24 18.37548,-72 5 17.988,-0.134,0.122,17.543,18.349,17.71
M035236,0 24 7.929,-72 5 17.9736,-0.561,0.509,16.622,18.307,16.91
M035242,0 23 46.40208,-72 5 17.9628,0.496,-0.264,19.628,21.245,19.93
M035245,0 23 46.89492,-72 5 17.9556,0.463,-0.377,19.87,21.758,20.21
M035246,0 24 9.96948,-72 5 17.9556,0.701,1.11,18.822,19.775,18.94
M035268,0 24 9.00072,-72 5 17.9304,-0.173,-0.183,18.193,18.935,18.3
M035269,0 24 5.01156,-72 5 17.9304,0.108,0.0409,19.822,21.587,20.03
M035274,0 23 50.05032,-72 5 17.9268,0.842,0.382,18.4,19.179,18.46
M035286,0 24 7.16148,-72 5 17.916,-0.231,-0.505,18.315,19.22,18.52
M035289,0 24 10.86012,-72 5 17.9088,-0.431,-0.603,18.104,18.881,18.23
M035293,0 24 14.65524,-72 5 17.9016,-0.109,1.08,18.975,20.166,19.19
M035318,0 23 51.30348,-72 5 17.88,-1.03,-0.532,19.39,20.802,19.66
M035320,0 24 6.24924,-72 5 17.8764,-0.434,0.00527,18.16,18.888,18.29
M035327,0 24 17.64216,-72 5 17.862,-0.314,0.332,19.17,20.334,19.41
M035329,0 24 9.71964,-72 5 17.8584,0.535,0.723,17.719,18.498,17.86
M035332,0 24 6.01092,-72 5 17.8548,0.557,-1.24,18.244,18.952,18.3
M035333,0 23 49.96068,-72 5 17.8548,-0.816,0.717,17.364,18.146,17.59
M035340,0 24 14.17968,-72 5 17.8404,0.385,0.0816,18.942,20.114,19.14
M035341,0 24 10.59084,-72 5 17.8404,0.597,-0.048,17.189,18.388,17.44
M035343,0 24 16.01784,-72 5 17.8404,-0.0925,0.207,19.633,21.363,19.88
M035346,0 23 48.08112,-72 5 17.8332,0.089,-0.327,18.64,19.597,18.83
M035349,0 23 52.37916,-72 5 17.8296,-0.651,-0.131,18.813,19.952,19.07
M035355,0 24 17.87292,-72 5 17.826,-0.674,-0.398,18.311,19.166,18.48
M035368,0 24 15.35976,-72 5 17.8116,-0.761,-0.317,19.284,20.603,19.53
M035370,0 24 14.90652,-72 5 17.8116,-0.39,-0.387,17.962,18.812,18.19
M035375,0 24 14.78088,-72 5 17.8008,-0.026,-0.164,18.608,19.617,18.81
M035378,0 23 54.05064,-72 5 17.7936,0.23,0.0773,17.851,18.639,18.03
M035381,0 24 13.81788,-72 5 17.7936,-0.146,1.02,18.095,18.959,18.31
M035395,0 23 50.36316,-72 5 17.7756,0.358,-0.103,19.378,20.807,19.63
M035407,0 24 17.96328,-72 5 17.7684,0.573,0.395,18.939,19.929,19.06
M035411,0 24 9.87804,-72 5 17.7648,-0.992,1.58,19.04,20.12,19.17
M035423,0 24 16.69212,-72 5 17.754,-0.204,0.273,18.251,19.076,18.39
M035426,0 23 54.49452,-72 5 17.7504,0.559,-0.478,19.08,20.21,19.22
M035427,0 23 49.05636,-72 5 17.7504,0.397,-0.126,19.079,20.201,19.24
M035432,0 24 15.06996,-72 5 17.7432,-1.44,1.29,19.611,21.246,19.85
M035433,0 24 19.94508,-72 5 17.7396,-0.198,-0.751,19.232,20.581,19.49
M035440,0 24 9.49212,-72 5 17.7288,0.49,0.0868,18.27,18.988,18.24
M035446,0 23 53.6136,-72 5 17.718,0.222,-0.0403,17.257,18.238,17.44
M035457,0 24 17.04744,-72 5 17.7072,-0.648,-0.0278,17.844,18.6,18.03
M035464,0 23 49.24536,-72 5 17.7036,-0.484,-1.25,18.499,19.289,18.58
M035470,0 24 5.71104,-72 5 17.6964,-0.526,-0.737,18.688,19.986,18.86
M035473,0 24 5.48568,-72 5 17.6928,-0.0409,-0.607,17.889,18.595,17.96
M035474,0 24 6.36408,-72 5 17.6892,-0.0154,0.557,19.975,21.627,20.12
M035478,0 24 10.67616,-72 5 17.6856,-1.96,0.684,19.635,21.171,19.79
M035479,0 24 14.6016,-72 5 17.6856,0.197,0.287,19.478,21.088,19.7
M035489,0 24 5.38524,-72 5 17.6712,-0.29,0.621,20.334,21.88,20.17
M035500,0 24 6.16428,-72 5 17.6604,-0.125,-1.79,20.282,21.896,20.3
M035508,0 24 14.34816,-72 5 17.6388,0.0949,0.547,18.552,19.426,18.66
M035515,0 23 50.7984,-72 5 17.6352,1.02,-0.589,19.495,20.948,19.76
M035519,0 24 11.42856,-72 5 17.628,-0.819,-0.731,18.519,19.642,18.71
M035521,0 24 15.55848,-72 5 17.628,1.19,0.688,18.551,19.593,18.85
M035525,0 24 14.06988,-72 5 17.6244,-0.483,-0.321,18.712,19.756,18.91
M035543,0 24 15.69492,-72 5 17.5992,0.931,0.722,18.967,20.137,19.17
M035545,0 23 48.201,-72 5 17.5992,-0.597,0.17,18.069,18.872,18.25
M035547,0 24 16.53336,-72 5 17.5956,0.197,0.0754,17.279,18.203,17.47
M035552,0 24 8.36928,-72 5 17.5812,0.43,-0.229,19.01,20.048,19.05
M035554,0 23 53.42604,-72 5 17.5812,-0.138,0.899,17.92,18.701,18.08
M035557,0 24 8.17956,-72 5 17.574,-1.1,-0.589,19.01,20.208,19.27
M035559,0 24 20.43108,-72 5 17.5704,0.364,0.298,18.498,19.35,18.68
M035569,0 24 19.57356,-72 5 17.556,0.918,1.28,19.877,21.682,20.14
M035583,0 24 17.46828,-72 5 17.538,0.228,0.534,17.067,18.611,17.4
M035584,0 24 11.04444,-72 5 17.538,1.26,-0.364,19.54,21.108,19.73
M035592,0 24 12.15684,-72 5 17.5272,-0.167,-0.287,16.814,17.705,17.0
M035593,0 23 46.66956,-72 5 17.5272,-0.73,-0.597,18.87,19.881,19.09
M035595,0 23 46.48848,-72 5 17.5272,0.31,0.188,19.703,21.309,19.98
M035605,0 24 15.8328,-72 5 17.5164,-0.878,0.287,17.832,18.612,17.99
M035612,0 24 9.25236,-72 5 17.5056,-0.52,0.755,18.2,18.932,18.24
M035615,0 24 9.08496,-72 5 17.5056,-0.632,0.393,17.074,18.57,17.34
M035623,0 23 49.33536,-72 5 17.4984,0.41,-0.696,17.243,18.233,17.46
M035624,0 24 10.76004,-72 5 17.4984,-0.945,-0.47,19.139,20.205,19.18
M035627,0 24 16.8624,-72 5 17.4948,0.461,0.872,19.638,21.335,19.94
M035655,0 23 54.86892,-72 5 17.448,-0.133,-0.583,18.208,18.98,18.25
M035672,0 24 19.72152,-72 5 17.43,0.308,-0.574,17.409,18.229,17.58
M035673,0 23 51.59868,-72 5 17.43,0.164,-0.759,19.743,21.296,19.92
M035676,0 23 48.435,-72 5 17.4192,-0.93,0.589,19.901,21.76,20.2
M035679,0 23 54.41928,-72 5 17.4192,-0.496,-0.423,17.132,18.57,17.44
M035684,0 24 12.02652,-72 5 17.4156,-1.07,0.229,18.919,20.303,19.13
M035707,0 24 5.87412,-72 5 17.3904,-0.865,0.864,15.954,17.743,16.29
M035710,0 24 17.85852,-72 5 17.3868,-0.118,1.19,19.229,20.398,19.44
M035718,0 24 7.51212,-72 5 17.376,-0.403,0.216,19.367,20.685,19.52
M035730,0 24 11.32308,-72 5 17.3616,-1.45,-0.685,19.349,21.182,19.69
M035738,0 24 18.25416,-72 5 17.3472,0.13,0.566,20.03,21.705,20.22
M035739,0 24 10.67292,-72 5 17.3472,-0.449,-0.156,17.037,18.56,17.3
M035741,0 24 6.72264,-72 5 17.3436,0.0747,-0.272,19.835,21.445,20.05
M035744,0 24 18.37332,-72 5 17.3436,0.636,1.39,19.115,20.295,19.32
M035753,0 24 5.5044,-72 5 17.3292,1.85,-0.24,17.537,18.314,17.6
M035757,0 24 6.20028,-72 5 17.3256,-0.643,1.39,19.461,20.749,19.54
M035768,0 24 15.6492,-72 5 17.3148,0.811,-1.19,19.407,20.97,19.64
M035780,0 24 19.26504,-72 5 17.2968,-1.0,0.163,19.535,21.177,19.8
M035784,0 24 19.37844,-72 5 17.2896,0.354,-0.515,17.428,18.283,17.65
M035789,0 24 13.64472,-72 5 17.286,-1.0,0.553,18.644,19.648,18.81
M035791,0 23 49.07364,-72 5 17.286,-0.239,0.332,18.922,19.915,19.07
M035805,0 23 48.60096,-72 5 17.268,0.0775,-0.517,19.781,21.478,20.03
M035808,0 24 16.05168,-72 5 17.2644,0.554,0.0783,19.555,20.945,19.72
M035810,0 24 17.10936,-72 5 17.2644,1.07,0.0354,19.439,21.008,19.67
M035826,0 24 7.31412,-72 5 17.2428,0.0381,-0.0049,18.575,19.528,18.74
M035830,0 24 11.06604,-72 5 17.2356,0.904,-0.244,19.918,21.51,20.09
M035833,0 24 18.9198,-72 5 17.2284,-0.0555,-0.308,16.611,18.317,16.92
M035835,0 24 11.25828,-72 5 17.2212,-0.113,-0.0467,19.808,21.468,19.89
M035837,0 24 11.17836,-72 5 17.2212,0.46,-0.0337,18.808,19.783,18.91
M035838,0 24 9.87588,-72 5 17.2212,-0.708,0.922,18.762,19.72,18.91
M035845,0 23 52.33056,-72 5 17.2068,0.342,-0.151,17.142,18.479,17.43
M035846,0 24 14.99292,-72 5 17.2068,0.725,0.568,18.724,19.784,18.94
M035848,0 23 52.00836,-72 5 17.2068,-1.28,0.394,19.002,20.128,19.17
M035849,0 23 53.33532,-72 5 17.2068,-0.953,-1.2,18.732,19.7,18.87
M035851,0 24 6.129,-72 5 17.2032,-0.174,0.13,19.489,20.607,19.45
M035854,0 23 50.25444,-72 5 17.1996,0.544,-1.01,19.792,21.665,20.05
M035856,0 24 19.88784,-72 5 17.196,-0.891,-0.256,19.003,20.128,19.22
M035865,0 24 17.02836,-72 5 17.1816,0.497,-0.77,19.416,20.823,19.62
M035887,0 23 55.19832,-72 5 17.142,0.235,1.09,18.359,19.104,18.4
M035892,0 24 6.29928,-72 5 17.1348,-0.151,-0.378,18.501,19.265,18.56
M035899,0 23 53.91744,-72 5 17.124,0.391,-0.0897,18.326,19.127,18.48
M035920,0 24 7.47576,-72 5 17.1096,-0.35,-1.0,17.949,18.65,17.99
M035923,0 24 18.66456,-72 5 17.106,0.711,-0.228,19.34,20.641,19.48
M035924,0 23 51.46476,-72 5 17.106,0.246,-1.29,16.871,18.366,17.21
M035935,0 24 9.9936,-72 5 17.0916,-0.791,0.202,17.215,18.101,17.42
M035939,0 23 47.94144,-72 5 17.088,1.48,-0.613,19.711,21.316,19.97
M035942,0 23 51.69912,-72 5 17.088,-0.255,0.442,17.542,18.314,17.71
M035943,0 24 5.67648,-72 5 17.0844,-0.218,-0.0685,18.067,18.708,18.09
M035962,0 24 9.69228,-72 5 17.0628,0.21,-0.337,18.297,19.093,18.44
M035964,0 23 52.76292,-72 5 17.0556,0.285,-0.144,17.423,18.241,17.6
M035971,0 24 13.75092,-72 5 17.0484,-0.378,-0.341,18.916,20.039,19.11
M035976,0 23 50.36712,-72 5 17.0448,-0.39,-0.705,17.923,18.858,18.13
M035977,0 24 14.373,-72 5 17.0412,0.877,0.134,18.666,19.679,18.85
M035978,0 23 53.45772,-72 5 17.0412,0.498,1.4,17.913,18.706,18.08
M035985,0 24 9.53028,-72 5 17.0304,-1.0,0.966,18.182,18.92,18.26
M035987,0 23 48.76548,-72 5 17.0304,-0.423,0.188,18.071,18.854,18.25
M035991,0 23 52.11888,-72 5 17.0196,0.131,-0.176,17.823,18.723,18.01
M036015,0 24 7.1622,-72 5 17.0016,-0.124,0.568,17.705,18.446,17.82
M036017,0 23 47.0886,-72 5 17.0016,0.0108,-0.124,18.417,19.262,18.65
M036026,0 24 20.2716,-72 5 16.998,0.484,-0.234,18.54,19.451,18.73
M036033,0 24 8.28576,-72 5 16.9836,0.484,0.892,17.764,18.409,17.77
M036044,0 23 48.9102,-72 5 16.9692,-0.803,0.0611,17.188,18.317,17.43
M036066,0 24 10.78776,-72 5 16.9512,1.47,-0.884,19.469,20.715,19.62
M036067,0 24 19.00908,-72 5 16.9512,1.48,-0.15,19.928,21.894,20.16
M036085,0 24 18.58356,-72 5 16.9188,0.53,-0.596,18.012,18.765,18.15
M036086,0 24 12.3192,-72 5 16.9188,0.0293,-0.61,17.57,18.375,17.66
M036088,0 23 55.0122,-72 5 16.9188,0.567,0.623,19.107,20.329,19.31
M036091,0 24 17.51544,-72 5 16.9152,0.879,-0.231,18.86,19.912,19.09
M036104,0 24 11.32524,-72 5 16.9044,0.0825,0.104,17.655,18.464,17.78
M036112,0 23 54.53448,-72 5 16.89,0.337,0.336,18.633,19.456,18.73
M036119,0 24 13.9572,-72 5 16.8864,0.495,0.48,17.23,18.51,17.47
M036123,0 24 8.89416,-72 5 16.8756,-1.02,0.429,17.32,18.193,17.51
M036125,0 23 48.10056,-72 5 16.872,0.592,-0.747,18.046,18.854,18.25
M036136,0 24 15.15996,-72 5 16.8612,0.0313,0.495,18.471,19.37,18.67
M036137,0 24 18.4752,-72 5 16.8612,-0.432,-0.439,19.208,20.386,19.33
M036154,0 24 12.82752,-72 5 16.8396,0.687,2.42,19.506,20.884,19.57
M036171,0 24 10.63044,-72 5 16.8288,-0.982,0.0942,17.808,18.474,17.87
M036174,0 23 55.13604,-72 5 16.8288,0.144,-0.853,16.911,18.56,17.21
M036204,0 24 8.98236,-72 5 16.7784,-0.14,-0.441,18.026,18.785,18.18
M036211,0 24 9.59796,-72 5 16.764,-0.443,0.454,17.237,18.121,17.47
M036218,0 24 17.69904,-72 5 16.7532,0.0305,-0.257,18.922,20.038,19.09
M036219,0 23 46.60584,-72 5 16.7496,0.205,0.198,18.488,19.4,18.71
M036221,0 23 54.62772,-72 5 16.7496,-0.531,0.132,18.174,18.962,18.35
M036237,0 24 11.45304,-72 5 16.7352,0.666,-0.932,18.402,19.245,18.46
M036245,0 23 50.45028,-72 5 16.728,0.734,-0.533,19.553,21.092,19.75
M036263,0 23 52.2942,-72 5 16.71,-0.119,0.503,18.454,19.31,18.62
M036267,0 24 11.02356,-72 5 16.6992,0.773,-0.326,17.46,18.298,17.53
M036273,0 24 12.22128,-72 5 16.692,0.139,0.135,18.607,19.504,18.71
M036275,0 24 10.07172,-72 5 16.6884,-0.516,0.597,17.702,18.48,17.78
M036276,0 24 12.93336,-72 5 16.6884,0.765,-0.5,17.542,18.314,17.68
M036293,0 23 51.50652,-72 5 16.674,1.04,0.924,19.087,20.276,19.3
M036294,0 23 48.46056,-72 5 16.674,-0.534,0.097,18.962,20.104,19.15
M036296,0 24 18.23796,-72 5 16.6704,-0.929,0.939,18.375,19.249,18.55
M036301,0 23 54.84084,-72 5 16.6668,-0.944,0.649,18.963,20.061,19.07
M036309,0 23 46.71924,-72 5 16.6596,-1.15,-0.379,18.736,19.735,18.97
M036320,0 23 53.56176,-72 5 16.6488,-0.362,-0.413,18.614,19.537,18.72
M036342,0 24 16.6662,-72 5 16.6272,0.301,-0.6,17.358,18.24,17.53
M036343,0 23 49.49916,-72 5 16.6272,0.677,-0.222,18.47,19.433,18.76
M036351,0 24 11.7162,-72 5 16.62,-0.777,0.0791,18.69,19.636,18.73
M036352,0 23 47.87232,-72 5 16.62,-0.931,0.442,19.07,20.334,19.35
M036353,0 24 17.40672,-72 5 16.62,0.543,0.0539,18.892,19.956,19.05
M036359,0 24 14.88492,-72 5 16.6128,-0.179,0.304,19.285,20.753,19.57
M036369,0 24 20.16324,-72 5 16.6056,0.368,-0.437,19.079,20.205,19.27
M036378,0 24 19.4238,-72 5 16.5948,0.381,0.624,18.004,18.746,18.18
M036380,0 24 15.68016,-72 5 16.5912,-0.0996,0.00674,17.208,18.191,17.46
M036383,0 24 9.14076,-72 5 16.5876,1.1,0.525,17.766,18.527,17.9
M036384,0 24 16.42608,-72 5 16.584,0.0198,-0.0333,19.14,20.365,19.37
M036405,0 23 49.68744,-72 5 16.5588,0.336,1.65,17.231,18.103,17.47
M036412,0 23 52.7532,-72 5 16.5552,-0.682,0.137,17.859,18.689,18.1
M036416,0 24 10.76184,-72 5 16.5516,-0.656,0.536,17.919,18.666,17.95
M036437,0 24 20.25972,-72 5 16.5192,-0.904,-0.587,17.969,18.695,18.12
M036441,0 24 18.53604,-72 5 16.512,0.855,0.211,17.794,18.545,17.88
M036453,0 24 9.53712,-72 5 16.494,-1.19,0.991,19.869,21.459,19.97
M036454,0 24 8.424,-72 5 16.4904,1.52,2.09,20.133,21.725,20.11
M036476,0 23 50.5932,-72 5 16.4688,0.814,-0.0535,18.058,18.818,18.26
M036481,0 24 17.64396,-72 5 16.4652,-1.04,-1.05,17.9,18.742,18.12
M036483,0 24 12.31668,-72 5 16.4616,-0.975,1.23,18.574,19.479,18.69
M036487,0 24 19.19664,-72 5 16.4544,-0.335,-0.226,19.372,20.778,19.6
M036489,0 23 55.36068,-72 5 16.4508,0.386,0.349,18.259,19.101,18.44
M036507,0 24 13.36104,-72 5 16.4292,0.91,0.226,17.212,18.458,17.46
M036515,0 24 13.51008,-72 5 16.4256,-0.762,-0.405,19.567,21.197,19.84
M036540,0 24 19.7172,-72 5 16.3968,-0.0181,-0.515,17.246,18.478,17.5
M036541,0 23 50.2674,-72 5 16.3968,0.464,0.464,17.594,18.352,17.78
M036552,0 23 47.43312,-72 5 16.3716,-0.945,-0.752,18.565,19.466,18.77
M036568,0 24 10.944,-72 5 16.35,0.274,0.926,18.761,19.657,18.79
M036580,0 24 13.84344,-72 5 16.3392,-0.346,0.763,19.233,20.611,19.47
M036601,0 24 8.78472,-72 5 16.314,0.775,0.788,19.433,20.877,19.52
M036602,0 24 11.36952,-72 5 16.314,0.403,0.419,19.367,20.611,19.46
M036609,0 24 16.08156,-72 5 16.3068,1.25,0.22,18.735,19.736,18.93
M036620,0 23 48.35364,-72 5 16.2996,1.22,-0.745,19.704,21.292,19.86
M036621,0 24 17.50752,-72 5 16.2996,-0.579,0.739,19.024,20.131,19.22
M036633,0 23 48.3018,-72 5 16.2888,-0.608,-0.501,19.285,20.975,19.54
M036637,0 24 10.68444,-72 5 16.278,0.0476,0.111,18.398,19.186,18.45
M036639,0 23 54.2058,-72 5 16.2744,0.196,0.433,19.02,20.248,19.27
M036655,0 24 13.10364,-72 5 16.2528,0.158,1.64,20.177,22.31,20.47
M036660,0 24 17.30916,-72 5 16.2456,0.348,-0.951,17.826,18.619,18.01
M036666,0 23 55.17816,-72 5 16.2312,0.206,0.0584,18.002,18.793,18.21
M036692,0 24 19.89756,-72 5 16.2024,-0.74,-0.223,18.519,19.376,18.71
M036694,0 24 20.1834,-72 5 16.1988,-1.6,1.69,20.014,21.647,20.13
M036699,0 23 53.22156,-72 5 16.1952,-0.237,-0.196,18.228,19.093,18.43
M036700,0 24 16.3206,-72 5 16.1916,0.855,1.29,19.351,20.557,19.47
M036717,0 24 6.4458,-72 5 16.1592,0.615,0.647,17.961,18.704,18.08
M036718,0 24 19.3176,-72 5 16.1592,0.0371,-0.963,19.252,20.464,19.45
M036731,0 24 12.8574,-72 5 16.1448,1.19,0.306,18.148,19.028,18.39
M036738,0 23 53.1402,-72 5 16.1376,-0.557,-1.0,19.333,20.692,19.49
M036757,0 23 55.45356,-72 5 16.116,0.0477,0.0113,18.615,19.602,18.86
M036770,0 24 17.61732,-72 5 16.1052,-0.0978,-0.766,19.218,20.317,19.23
M036792,0 23 50.73108,-72 5 16.0728,-0.68,-1.69,17.943,18.826,18.27
M036799,0 24 14.0742,-72 5 16.0692,0.0524,-0.332,18.001,18.796,18.19
M036800,0 23 49.03476,-72 5 16.0692,-0.532,-0.813,17.592,18.33,17.78
M036813,0 24 5.90832,-72 5 16.0512,-1.37,0.00116,19.148,20.729,19.54
M036824,0 23 49.6176,-72 5 16.0404,-1.07,0.575,18.044,18.797,18.22
M036828,0 24 16.46208,-72 5 16.0404,0.00911,-0.719,19.699,21.295,19.86
M036833,0 23 48.14304,-72 5 16.0368,1.06,0.401,19.465,20.975,19.74
M036834,0 24 10.95516,-72 5 16.0332,1.49,0.528,18.976,20.114,19.05
M036845,0 24 8.86572,-72 5 16.0188,0.103,-0.446,18.055,18.77,18.12
M036848,0 24 11.98548,-72 5 16.0152,1.04,0.437,18.073,18.776,18.14
M036857,0 23 47.07708,-72 5 16.0044,-0.113,0.218,16.751,18.367,17.1
M036881,0 24 20.32668,-72 5 15.972,0.402,-0.479,19.199,20.537,19.49
M036896,0 24 15.4674,-72 5 15.9612,0.418,1.0,17.93,18.651,17.97
M036899,0 24 12.56256,-72 5 15.954,0.191,-0.0682,17.781,18.563,17.91
M036903,0 23 46.6314,-72 5 15.9504,-1.42,0.014,19.055,20.198,19.3
M036915,0 24 5.72868,-72 5 15.9324,-0.244,-1.25,18.577,19.533,18.72
M036917,0 24 16.61076,-72 5 15.9324,-1.03,0.745,18.85,19.901,19.03
M036918,0 24 15.07572,-72 5 15.9324,0.556,-0.231,17.442,18.272,17.63
M036931,0 23 54.68676,-72 5 15.9144,-1.14,0.678,18.853,19.88,19.05
M036932,0 23 54.591,-72 5 15.9108,0.54,-0.632,17.681,18.445,17.89
M036941,0 24 19.79388,-72 5 15.9036,0.457,0.317,19.935,21.859,20.21
M036947,0 24 10.2582,-72 5 15.8964,0.293,-0.464,19.102,20.264,19.19
M036950,0 23 52.05804,-72 5 15.8928,-0.0858,-1.01,18.661,19.64,18.85
M036953,0 24 9.03636,-72 5 15.8892,-0.144,-0.037,19.375,20.625,19.48
M036960,0 24 6.80112,-72 5 15.8748,-0.666,-0.878,20.375,22.004,20.17
M036971,0 23 51.88524,-72 5 15.8676,-1.01,0.0492,18.465,19.381,18.67
M036974,0 23 49.85448,-72 5 15.864,0.233,-0.998,16.841,18.443,17.16
M036976,0 24 11.70324,-72 5 15.8604,0.319,-0.312,17.379,18.233,17.55
M036979,0 24 8.94492,-72 5 15.8532,1.25,0.511,17.717,18.455,17.86
M036996,0 24 10.39428,-72 5 15.828,-0.073,-0.0335,18.154,18.917,18.19
M036997,0 24 7.42248,-72 5 15.828,-0.545,0.822,19.388,21.242,19.75
M037001,0 24 10.16424,-72 5 15.8208,1.15,-1.52,17.831,18.648,18.06
M037016,0 24 13.46724,-72 5 15.7956,-0.67,-0.25,16.975,18.539,17.24
M037044,0 24 14.8572,-72 5 15.7632,-0.766,-0.184,17.95,18.708,18.08
M037046,0 24 12.68928,-72 5 15.7632,0.364,0.714,17.345,18.548,17.54
M037047,0 23 48.86988,-72 5 15.7596,0.772,0.709,19.166,20.473,19.42
M037054,0 24 13.55868,-72 5 15.7524,-0.325,-0.866,18.134,18.875,18.27
M037057,0 24 8.42544,-72 5 15.7488,-2.16,0.278,17.583,18.392,17.83
M037070,0 24 9.12312,-72 5 15.7308,-0.11,0.276,19.727,21.294,19.9
M037095,0 24 10.48284,-72 5 15.7056,0.163,0.586,18.655,19.58,18.73
M037100,0 24 10.91844,-72 5 15.7056,-0.751,0.239,17.738,18.514,17.92
M037103,0 24 14.16312,-72 5 15.7056,0.367,0.525,19.431,20.954,19.66
M037105,0 24 7.92864,-72 5 15.702,-0.402,0.00165,18.193,18.934,18.3
M037111,0 24 18.9918,-72 5 15.6984,0.0953,-0.0564,19.016,20.152,19.18
M037120,0 23 53.61216,-72 5 15.684,0.518,0.803,18.848,19.883,19.04
M037128,0 24 18.89748,-72 5 15.6768,-0.678,0.3,17.503,18.314,17.67
M037177,0 24 19.30392,-72 5 15.6048,1.42,1.53,19.788,21.62,20.11
M037183,0 24 18.58248,-72 5 15.5976,0.43,-0.944,19.898,21.828,20.18
M037187,0 24 16.46856,-72 5 15.594,0.179,0.0915,16.888,18.544,17.2
M037188,0 23 52.77372,-72 5 15.594,-0.0875,-0.959,19.275,20.69,19.55
M037196,0 24 7.16364,-72 5 15.5868,-0.499,-0.999,18.568,19.264,18.53
M037202,0 24 12.09564,-72 5 15.5796,0.00793,1.74,17.684,18.388,17.74
M037215,0 23 56.37444,-72 5 15.5652,-0.255,0.313,18.793,19.922,19.01
M037224,0 23 54.05064,-72 5 15.5508,0.579,-0.714,18.598,19.602,18.83
M037232,0 23 56.15808,-72 5 15.54,0.567,0.0821,17.921,18.727,18.05
M037235,0 23 48.62868,-72 5 15.5364,0.272,0.311,18.046,18.821,18.23
M037240,0 24 12.47508,-72 5 15.5292,0.66,-0.493,18.182,18.967,18.31
